Protein_ID,Organism,Original_ID,RBH_Partner_IDs
HM|WP_170094554.1,HM,WP_170094554.1,None
HM|WP_170094571.1,HM,WP_170094571.1,None
HM|WP_170094583.1,HM,WP_170094583.1,None
HM|WP_170094586.1,HM,WP_170094586.1,None
HM|WP_170094589.1,HM,WP_170094589.1,None
HM|WP_170094599.1,HM,WP_170094599.1,None
HM|WP_170094627.1,HM,WP_170094627.1,None
HM|WP_170094667.1,HM,WP_170094667.1,None
HM|WP_170094677.1,HM,WP_170094677.1,None
HM|WP_170094717.1,HM,WP_170094717.1,None
HM|WP_170094720.1,HM,WP_170094720.1,None
HM|WP_170094742.1,HM,WP_170094742.1,None
HM|WP_170094776.1,HM,WP_170094776.1,None
HM|WP_170094803.1,HM,WP_170094803.1,None
HM|WP_170094813.1,HM,WP_170094813.1,None
HM|WP_170094894.1,HM,WP_170094894.1,None
HM|WP_170094900.1,HM,WP_170094900.1,None
HM|WP_170094935.1,HM,WP_170094935.1,None
HM|WP_170094945.1,HM,WP_170094945.1,None
HM|WP_170094961.1,HM,WP_170094961.1,None
HM|WP_170094965.1,HM,WP_170094965.1,None
HM|WP_170094971.1,HM,WP_170094971.1,None
HM|WP_170094979.1,HM,WP_170094979.1,None
HM|WP_170094996.1,HM,WP_170094996.1,None
HM|WP_170095006.1,HM,WP_170095006.1,None
HM|WP_170095058.1,HM,WP_170095058.1,None
HM|WP_170095060.1,HM,WP_170095060.1,None
HM|WP_170095064.1,HM,WP_170095064.1,None
HM|WP_170095072.1,HM,WP_170095072.1,None
HM|WP_170095082.1,HM,WP_170095082.1,None
HM|WP_170095085.1,HM,WP_170095085.1,None
HM|WP_170095095.1,HM,WP_170095095.1,None
HM|WP_170095101.1,HM,WP_170095101.1,None
HM|WP_170095118.1,HM,WP_170095118.1,None
HM|WP_170095120.1,HM,WP_170095120.1,None
HM|WP_170095122.1,HM,WP_170095122.1,None
HM|WP_170095125.1,HM,WP_170095125.1,None
HM|WP_170095132.1,HM,WP_170095132.1,None
HM|WP_170095133.1,HM,WP_170095133.1,None
HM|WP_170095142.1,HM,WP_170095142.1,None
HM|WP_170095153.1,HM,WP_170095153.1,None
HM|WP_170095167.1,HM,WP_170095167.1,None
HM|WP_170095278.1,HM,WP_170095278.1,None
HM|WP_170095360.1,HM,WP_170095360.1,None
HM|WP_170095369.1,HM,WP_170095369.1,None
HM|WP_170095406.1,HM,WP_170095406.1,None
HM|WP_170095415.1,HM,WP_170095415.1,None
HM|WP_174259131.1,HM,WP_174259131.1,None
HM|WP_206039091.1,HM,WP_206039091.1,None
HM|WP_206039094.1,HM,WP_206039094.1,None
HM|WP_206039095.1,HM,WP_206039095.1,None
HM|WP_206039132.1,HM,WP_206039132.1,None
HM|WP_206039139.1,HM,WP_206039139.1,None
HM|WP_208625752.1,HM,WP_208625752.1,None
HM|WP_208625933.1,HM,WP_208625933.1,None
HM|WP_208626016.1,HM,WP_208626016.1,None
HM|WP_208626545.1,HM,WP_208626545.1,None
HM|WP_208626634.1,HM,WP_208626634.1,None
HM|WP_208627093.1,HM,WP_208627093.1,None
HM|WP_208627175.1,HM,WP_208627175.1,None
HM|WP_208627186.1,HM,WP_208627186.1,None
HM|WP_208627348.1,HM,WP_208627348.1,None
HM|WP_208627365.1,HM,WP_208627365.1,None
HM|WP_208627413.1,HM,WP_208627413.1,None
HM|WP_208627418.1,HM,WP_208627418.1,None
HM|WP_208627470.1,HM,WP_208627470.1,None
HM|WP_208627532.1,HM,WP_208627532.1,None
HM|WP_208627620.1,HM,WP_208627620.1,None
HM|WP_208627670.1,HM,WP_208627670.1,None
HM|WP_208627698.1,HM,WP_208627698.1,None
HM|WP_208627837.1,HM,WP_208627837.1,None
HM|WP_208627950.1,HM,WP_208627950.1,None
HM|WP_208627967.1,HM,WP_208627967.1,None
HM|WP_208627971.1,HM,WP_208627971.1,None
HM|WP_208628053.1,HM,WP_208628053.1,None
HM|WP_208628065.1,HM,WP_208628065.1,None
HM|WP_208628073.1,HM,WP_208628073.1,None
HM|WP_208628092.1,HM,WP_208628092.1,None
HM|WP_208628137.1,HM,WP_208628137.1,None
HM|WP_208628149.1,HM,WP_208628149.1,None
HM|WP_208628290.1,HM,WP_208628290.1,None
HM|WP_208628503.1,HM,WP_208628503.1,None
HM|WP_208628505.1,HM,WP_208628505.1,None
HM|WP_208628536.1,HM,WP_208628536.1,None
HM|WP_208628586.1,HM,WP_208628586.1,None
HM|WP_208628648.1,HM,WP_208628648.1,None
HM|WP_208628653.1,HM,WP_208628653.1,None
HM|WP_208628861.1,HM,WP_208628861.1,None
HM|WP_208628891.1,HM,WP_208628891.1,None
HM|WP_223270951.1,HM,WP_223270951.1,None
HM|WP_240936918.1,HM,WP_240936918.1,None
HM|WP_240936922.1,HM,WP_240936922.1,None
HM|WP_240936930.1,HM,WP_240936930.1,None
HM|WP_240936952.1,HM,WP_240936952.1,None
HM|WP_240936958.1,HM,WP_240936958.1,None
HM|WP_240936959.1,HM,WP_240936959.1,None
HM|WP_240936967.1,HM,WP_240936967.1,None
HM|WP_240936970.1,HM,WP_240936970.1,None
HM|WP_240936975.1,HM,WP_240936975.1,None
HM|WP_240936982.1,HM,WP_240936982.1,None
HM|WP_240937023.1,HM,WP_240937023.1,None
HM|WP_240937060.1,HM,WP_240937060.1,None
HM|WP_244256725.1,HM,WP_244256725.1,None
HM|WP_244257021.1,HM,WP_244257021.1,None
HM|WP_244257036.1,HM,WP_244257036.1,None
HM|WP_244257307.1,HM,WP_244257307.1,None
HM|WP_255317959.1,HM,WP_255317959.1,None
HM|WP_255317999.1,HM,WP_255317999.1,None
HM|WP_255318004.1,HM,WP_255318004.1,None
HM|WP_255594979.1,HM,WP_255594979.1,None
HM|WP_277347266.1,HM,WP_277347266.1,None
HM|WP_277347270.1,HM,WP_277347270.1,None
HM|WP_277347283.1,HM,WP_277347283.1,None
HM|WP_279634293.1,HM,WP_279634293.1,None
HM|WP_346775207.1,HM,WP_346775207.1,None
HM|WP_346775217.1,HM,WP_346775217.1,None
HM|WP_346775225.1,HM,WP_346775225.1,None
HM|WP_346775264.1,HM,WP_346775264.1,None
HM|WP_372478835.1,HM,WP_372478835.1,None
HM|WP_372478839.1,HM,WP_372478839.1,None
HM|WP_372478841.1,HM,WP_372478841.1,None
HM|WP_372478842.1,HM,WP_372478842.1,None
HM|WP_372478844.1,HM,WP_372478844.1,None
HM|WP_372478849.1,HM,WP_372478849.1,None
HM|WP_372478853.1,HM,WP_372478853.1,None
HM|WP_372478854.1,HM,WP_372478854.1,None
HM|WP_372478856.1,HM,WP_372478856.1,None
HM|WP_372478861.1,HM,WP_372478861.1,None
HM|WP_372478863.1,HM,WP_372478863.1,None
HM|WP_372478864.1,HM,WP_372478864.1,None
HM|WP_372478867.1,HM,WP_372478867.1,None
HM|WP_372478870.1,HM,WP_372478870.1,None
HM|WP_372478872.1,HM,WP_372478872.1,None
HM|WP_372478876.1,HM,WP_372478876.1,None
HM|WP_372478878.1,HM,WP_372478878.1,None
HM|WP_372478879.1,HM,WP_372478879.1,None
HM|WP_372478899.1,HM,WP_372478899.1,None
HM|WP_372478902.1,HM,WP_372478902.1,None
HM|WP_372478904.1,HM,WP_372478904.1,None
HM|WP_372478908.1,HM,WP_372478908.1,None
HM|WP_372478912.1,HM,WP_372478912.1,None
HM|WP_372478913.1,HM,WP_372478913.1,None
HM|WP_372478914.1,HM,WP_372478914.1,None
HM|WP_372478915.1,HM,WP_372478915.1,None
HM|WP_372478916.1,HM,WP_372478916.1,None
HM|WP_372478918.1,HM,WP_372478918.1,None
HM|WP_372478919.1,HM,WP_372478919.1,None
HM|WP_372478920.1,HM,WP_372478920.1,None
HM|WP_372478921.1,HM,WP_372478921.1,None
HM|WP_372478922.1,HM,WP_372478922.1,None
HM|WP_372478923.1,HM,WP_372478923.1,None
HM|WP_372478924.1,HM,WP_372478924.1,None
HM|WP_372478925.1,HM,WP_372478925.1,None
HM|WP_372478926.1,HM,WP_372478926.1,None
HM|WP_372478927.1,HM,WP_372478927.1,None
HM|WP_372478928.1,HM,WP_372478928.1,None
HM|WP_372478930.1,HM,WP_372478930.1,None
HM|WP_372478931.1,HM,WP_372478931.1,None
HM|WP_372478932.1,HM,WP_372478932.1,None
HM|WP_372478933.1,HM,WP_372478933.1,None
HM|WP_372478934.1,HM,WP_372478934.1,None
HM|WP_372478935.1,HM,WP_372478935.1,None
HM|WP_372478937.1,HM,WP_372478937.1,None
HM|WP_372478938.1,HM,WP_372478938.1,None
HM|WP_372478939.1,HM,WP_372478939.1,None
HM|WP_372478940.1,HM,WP_372478940.1,None
HM|WP_372478941.1,HM,WP_372478941.1,None
HM|WP_372478942.1,HM,WP_372478942.1,None
HM|WP_372478943.1,HM,WP_372478943.1,None
HM|WP_372478944.1,HM,WP_372478944.1,None
HM|WP_372478945.1,HM,WP_372478945.1,None
HM|WP_372478946.1,HM,WP_372478946.1,None
HM|WP_372478947.1,HM,WP_372478947.1,None
HM|WP_372478948.1,HM,WP_372478948.1,None
HM|WP_372478949.1,HM,WP_372478949.1,None
HM|WP_372478950.1,HM,WP_372478950.1,None
HM|WP_372478953.1,HM,WP_372478953.1,None
HM|WP_372478954.1,HM,WP_372478954.1,None
HM|WP_372478955.1,HM,WP_372478955.1,None
HM|WP_372478956.1,HM,WP_372478956.1,None
HM|WP_372478961.1,HM,WP_372478961.1,None
HM|WP_372478963.1,HM,WP_372478963.1,None
HM|WP_372478970.1,HM,WP_372478970.1,None
HM|WP_372478973.1,HM,WP_372478973.1,None
HM|WP_372478981.1,HM,WP_372478981.1,None
HM|WP_372478987.1,HM,WP_372478987.1,None
HM|WP_372478989.1,HM,WP_372478989.1,None
HM|WP_372478990.1,HM,WP_372478990.1,None
HM|WP_372478992.1,HM,WP_372478992.1,None
HM|WP_372478996.1,HM,WP_372478996.1,None
HM|WP_372478999.1,HM,WP_372478999.1,None
HM|WP_372479004.1,HM,WP_372479004.1,None
HM|WP_372479005.1,HM,WP_372479005.1,None
HM|WP_372479006.1,HM,WP_372479006.1,None
HM|WP_372479018.1,HM,WP_372479018.1,None
HM|WP_372479019.1,HM,WP_372479019.1,None
HM|WP_372479026.1,HM,WP_372479026.1,None
HM|WP_372479027.1,HM,WP_372479027.1,None
HM|WP_372479030.1,HM,WP_372479030.1,None
HM|WP_372479033.1,HM,WP_372479033.1,None
HM|WP_372479034.1,HM,WP_372479034.1,None
HM|WP_372479038.1,HM,WP_372479038.1,None
HM|WP_372479040.1,HM,WP_372479040.1,None
HM|WP_372479045.1,HM,WP_372479045.1,None
HM|WP_372479049.1,HM,WP_372479049.1,None
HM|WP_372479050.1,HM,WP_372479050.1,None
HM|WP_372479052.1,HM,WP_372479052.1,None
HM|WP_372479059.1,HM,WP_372479059.1,None
HM|WP_372479061.1,HM,WP_372479061.1,None
HM|WP_372479063.1,HM,WP_372479063.1,None
HM|WP_372479065.1,HM,WP_372479065.1,None
HM|WP_372479077.1,HM,WP_372479077.1,None
HM|WP_372479078.1,HM,WP_372479078.1,None
HM|WP_372479079.1,HM,WP_372479079.1,None
HM|WP_372479080.1,HM,WP_372479080.1,None
HM|WP_372479081.1,HM,WP_372479081.1,None
HM|WP_372479082.1,HM,WP_372479082.1,None
HM|WP_372479084.1,HM,WP_372479084.1,None
HM|WP_372479085.1,HM,WP_372479085.1,None
HM|WP_372479086.1,HM,WP_372479086.1,None
HM|WP_372479087.1,HM,WP_372479087.1,None
HM|WP_372479088.1,HM,WP_372479088.1,None
HM|WP_372479089.1,HM,WP_372479089.1,None
HM|WP_372479090.1,HM,WP_372479090.1,None
HM|WP_372479100.1,HM,WP_372479100.1,None
HM|WP_372479102.1,HM,WP_372479102.1,None
HM|WP_372479103.1,HM,WP_372479103.1,None
HM|WP_372479107.1,HM,WP_372479107.1,None
HM|WP_372479108.1,HM,WP_372479108.1,None
HM|WP_372479109.1,HM,WP_372479109.1,None
HM|WP_372479110.1,HM,WP_372479110.1,None
HM|WP_372479113.1,HM,WP_372479113.1,None
HM|WP_372479114.1,HM,WP_372479114.1,None
HM|WP_372479115.1,HM,WP_372479115.1,None
HM|WP_372479117.1,HM,WP_372479117.1,None
HM|WP_372479118.1,HM,WP_372479118.1,None
HM|WP_372479120.1,HM,WP_372479120.1,None
HM|WP_372479127.1,HM,WP_372479127.1,None
HM|WP_372479129.1,HM,WP_372479129.1,None
HM|WP_372479131.1,HM,WP_372479131.1,None
HM|WP_372479133.1,HM,WP_372479133.1,None
HM|WP_372479140.1,HM,WP_372479140.1,None
HM|WP_372479141.1,HM,WP_372479141.1,None
HM|WP_372479142.1,HM,WP_372479142.1,None
HM|WP_372479143.1,HM,WP_372479143.1,None
HM|WP_372479144.1,HM,WP_372479144.1,None
HM|WP_372479145.1,HM,WP_372479145.1,None
HM|WP_372479147.1,HM,WP_372479147.1,None
HM|WP_372479149.1,HM,WP_372479149.1,None
HM|WP_372479150.1,HM,WP_372479150.1,None
HM|WP_372479151.1,HM,WP_372479151.1,None
HM|WP_372479152.1,HM,WP_372479152.1,None
HM|WP_372479154.1,HM,WP_372479154.1,None
HM|WP_372479155.1,HM,WP_372479155.1,None
HM|WP_372479157.1,HM,WP_372479157.1,None
HM|WP_372479158.1,HM,WP_372479158.1,None
HM|WP_372479159.1,HM,WP_372479159.1,None
HM|WP_372479160.1,HM,WP_372479160.1,None
HM|WP_372479162.1,HM,WP_372479162.1,None
HM|WP_372479163.1,HM,WP_372479163.1,None
HM|WP_372479164.1,HM,WP_372479164.1,None
HM|WP_372479165.1,HM,WP_372479165.1,None
HM|WP_372479166.1,HM,WP_372479166.1,None
HM|WP_372479167.1,HM,WP_372479167.1,None
HM|WP_372479168.1,HM,WP_372479168.1,None
HM|WP_372479171.1,HM,WP_372479171.1,None
HM|WP_372479172.1,HM,WP_372479172.1,None
HM|WP_372479175.1,HM,WP_372479175.1,None
HM|WP_372479177.1,HM,WP_372479177.1,None
HM|WP_372479178.1,HM,WP_372479178.1,None
HM|WP_372479181.1,HM,WP_372479181.1,None
HM|WP_372479188.1,HM,WP_372479188.1,None
HM|WP_372479189.1,HM,WP_372479189.1,None
HM|WP_372479190.1,HM,WP_372479190.1,None
HM|WP_372479194.1,HM,WP_372479194.1,None
HM|WP_372479199.1,HM,WP_372479199.1,None
HM|WP_372479203.1,HM,WP_372479203.1,None
HM|WP_372479207.1,HM,WP_372479207.1,None
HM|WP_372479208.1,HM,WP_372479208.1,None
HM|WP_372479210.1,HM,WP_372479210.1,None
HM|WP_372479220.1,HM,WP_372479220.1,None
HM|WP_372479227.1,HM,WP_372479227.1,None
HM|WP_372479230.1,HM,WP_372479230.1,None
HM|WP_372479232.1,HM,WP_372479232.1,None
HM|WP_372479236.1,HM,WP_372479236.1,None
HM|WP_372479237.1,HM,WP_372479237.1,None
HM|WP_372479240.1,HM,WP_372479240.1,None
